datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype_rain,preciptype_snow,preciptype_freezingrain,preciptype_ice,no_preciptype,snow_amount,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2/19/2020,13.1,4.8,8.8,13.1,1.9,6.5,-4.1,42,0.278,100,4.17,1,0,0,0,0,0,0,44.1,32.5,325.8,1025.8,75.5,16,106.2,9.2,6
2/20/2020,4.9,0.4,3.2,3.3,-4.4,0.3,-8.5,43,0,0,0,0,0,0,0,1,0,0,31,30.5,11.2,1030.8,73.3,16,42.7,3.7,2
2/21/2020,3.7,-4.4,-0.1,2.7,-11.8,-4.8,-12.4,40,0,0,0,0,0,0,0,1,0,0,36,32.9,349.8,1033,16,15.9,149.9,12.9,7
2/22/2020,11.7,-3.1,4,11.7,-7.2,1.6,-9.9,37.3,0,0,0,0,0,0,0,1,0,0,31,19.8,198.2,1027.7,11.2,16,152.7,13.1,7
2/23/2020,14.9,-1.6,6.5,14.9,-1.6,6,-5.9,46.2,0,0,0,0,0,0,0,1,0,0,23,16.5,189,1022.9,17.8,16,159.3,13.9,7
2/24/2020,14.9,1.9,8,14.9,-0.2,7.5,-0.1,58.2,0,0,0,0,0,0,0,1,0,0,22,22,170.6,1016.6,67.3,16,89.9,7.7,4
2/25/2020,12.1,7.8,9.9,12.1,5.6,9,8.5,91.3,5.536,100,25,1,0,0,0,0,0,0,34.2,12.9,171.4,1010.8,91.1,11.7,17.6,1.4,1
2/26/2020,11.6,8.3,10.1,11.6,6.7,9.5,9.2,93.7,0.189,100,8.33,1,0,0,0,0,0,0,48.2,17.7,87.9,1009.4,93.4,8.5,18,1.5,1
2/27/2020,7.1,-0.1,4.6,2.4,-4.4,-0.1,-5.8,49,5.56,100,12.5,1,0,0,0,0,0,0,66.1,38.7,297.3,1008.9,45.6,15.8,136,11.6,6
2/28/2020,8.7,-0.8,3.9,6.7,-5,0,-7.2,44.6,0,0,0,0,0,0,0,1,0,0,49,25.5,242.4,1013.4,62.1,16,99.5,8.4,5
2/29/2020,3.2,-0.1,1.5,-1.6,-5.9,-3.4,-10.7,40.4,0,0,0,0,0,0,0,1,0,0,56.8,40.6,304.7,1016.7,49.1,16,118.4,10.1,6
3/1/2020,10.5,-2.5,4,10.5,-5.2,1.5,-8.5,42,0,0,0,0,0,0,0,1,0,0,32.4,18.6,245.7,1023.2,15.8,16,166.5,14.2,7
3/2/2020,18.3,3.6,11.1,18.3,0.8,9.9,-0.9,45.3,2.297,100,12.5,1,0,0,0,0,0,0,57.5,29.4,204.8,1014.6,64.4,16,116.7,9.8,6
3/3/2020,18.3,7.5,12.1,18.3,6.3,11.6,8.3,78.7,2.019,100,20.83,1,0,0,0,0,0,0,73.2,40,208.7,1005.3,53.4,15.8,59.9,5.2,5
3/4/2020,18.2,8.6,13.1,18.2,6.5,12.6,-1.9,37.2,0,0,0,0,0,0,0,1,0,0,63.7,30.6,253.1,1011.2,34.6,16,163.7,14.2,7
3/5/2020,11.8,5.2,9.1,11.8,2.8,7.8,-2.4,45.2,0,0,0,0,0,0,0,1,0,0,49.8,39.3,349.6,1019.6,66.7,16,100,8.5,5
3/6/2020,11,3.4,6.7,11,0.8,4.8,0.2,64.2,0.047,100,12.5,1,0,0,0,0,0,0,51.5,26.9,335.3,1012.3,64.9,16,64.7,5.6,5
3/7/2020,11.5,3.8,7.3,11.5,-1.3,3.9,-6.1,40.3,0,0,0,0,0,0,0,1,0,0,65.4,44.3,333.8,1025.7,43.8,16,168.2,14.7,8
3/8/2020,16.1,3,9.1,16.1,1,8.1,-5.6,37,0,0,0,0,0,0,0,1,0,0,31.7,21.6,203.3,1032.7,27.9,16,162.7,13.4,8
3/9/2020,23.3,6.5,13.9,23.3,4.3,13.1,-1.2,37.5,0,0,0,0,0,0,0,1,0,0,35.3,19.5,188,1028.8,53.6,16,162,13.9,8
3/10/2020,21.7,12.4,16.8,21.7,12.4,16.8,8.5,58.9,0.278,100,4.17,1,0,0,0,0,0,0,54.2,36.5,208,1020.4,75.9,16,56.2,4.9,4
3/11/2020,15.6,8.1,11.4,15.6,6,10.9,4.3,62.1,0,0,0,0,0,0,0,1,0,0,35.3,25.8,2.8,1019.4,53.7,16,47.8,4.1,2
3/12/2020,17.1,8.7,12,17.1,7.5,11.7,6,67.2,0,0,0,0,0,0,0,1,0,0,33.5,16.4,95.7,1017.9,92,16,120.7,10.4,6
3/13/2020,24.3,10.6,16.4,24.3,10.6,16.4,6.9,62.6,5.675,100,20.83,1,0,0,0,0,0,0,55.3,32.8,290.1,1013.3,81.1,15,106.2,9.2,5
3/14/2020,14.9,7.1,11.2,14.9,3.7,10.3,-5,34.6,1.692,100,12.5,1,0,0,0,0,0,0,40.7,30.4,329.5,1027.8,66.3,16,122.4,10.6,6
3/15/2020,10,4.9,7.1,10,1,4.9,2.9,76.1,2.434,100,33.33,1,0,0,0,0,0,0,28.4,23.1,29.6,1030.9,75.7,15.5,45.9,4,2
3/16/2020,12.7,3.3,8,12.7,-0.2,6.3,0.2,59.6,0,0,0,0,0,0,0,1,0,0,31.3,23.1,99.9,1031.4,57.3,16,118.8,10.2,5
3/17/2020,17.2,6.6,11.1,17.2,4.4,10.1,5.5,69.6,0.267,100,4.17,1,0,0,0,0,0,0,29.5,24.8,163.6,1023,78.1,16,130.4,11.3,6
3/18/2020,13.8,6.9,10.7,13.8,3.9,9.6,2.3,57.2,0.289,100,4.17,1,0,0,0,0,0,0,31.7,22.8,84.5,1029.9,60.5,16,99.8,8.7,4
3/19/2020,23.2,9.3,14.5,23.2,7.4,13.9,11.4,83.1,10.068,100,33.33,1,0,0,0,0,0,0,45.4,17.8,142.1,1022.4,80,13.5,97.2,8.5,5
3/20/2020,27.7,14.3,21.3,27.6,14.3,21.3,14,66.7,0.567,100,8.33,1,0,0,0,0,0,0,66.1,40.1,218.5,1015.5,64.9,14.8,52.8,4.7,2
3/21/2020,21.7,9.2,12.6,21.7,5.8,12.1,3.7,55.5,2.444,100,25,1,0,0,0,0,0,0,45.7,29.4,354.9,1024.5,87.2,15.8,76.7,6.8,4
3/22/2020,11.1,4.2,8,11.1,0,5.4,-2.5,48.4,0,0,0,0,0,0,0,1,0,0,40.1,30.9,58.7,1033.8,76.5,16,141.7,12.1,7
3/23/2020,7.8,5.5,6.6,6.9,1.6,4,4.5,86.4,9.097,100,54.17,1,0,0,0,0,0,0,43.2,24.1,30.2,1024.7,88.5,12.7,24.6,2.1,1
3/24/2020,12.8,6.5,9.3,12.8,5.2,8.5,4.4,72.2,0,0,0,0,0,0,0,1,0,0,27.4,23.7,351.2,1020.6,72.7,16,84.2,7.3,5
3/25/2020,9.9,7.1,8.5,8.4,4,6,6.2,85.8,7.817,100,50,1,0,0,0,0,0,0,37.8,28.1,30.4,1015.4,85.2,13.4,28.6,2.4,2
3/26/2020,14.3,7.3,10.6,14.3,5.8,10.2,6,74.2,0,0,0,0,0,0,0,1,0,0,33.5,21.8,178.8,1016.7,62.2,15,165.2,14.2,8
3/27/2020,20.6,10.9,15.4,20.6,10.9,15.4,8.9,66.5,0,0,0,0,0,0,0,1,0,0,27.7,17.8,332.1,1012.1,70.6,16,107.6,9.2,5
3/28/2020,15,11,13.1,15,11,13.1,11.3,89,11.911,100,41.67,1,0,0,0,0,0,0,29.2,26.3,72,1015.6,90.9,14.3,26.6,2.3,1
3/29/2020,21.2,10.6,13.5,21.2,10.6,13.5,11.4,87.8,0,0,0,0,0,0,0,1,0,0,31.7,22.2,67.5,1012.2,79.8,12.5,79.8,6.7,5
3/30/2020,23.7,12.1,15.7,23.7,12.1,15.7,7.8,66.1,0,0,0,0,0,0,0,1,0,0,51.5,32.1,31.7,1012.9,55.7,13,165.7,14.3,8
3/31/2020,13.2,7.1,10.6,13.2,3.7,9.9,4.1,65.7,2.441,100,20.83,1,0,0,0,0,0,0,37.1,25.4,33.6,1013.9,69.4,15.5,46.4,4.1,2
4/1/2020,13.3,5.5,9,13.3,1.2,6.9,3.1,67.6,0.313,100,4.17,1,0,0,0,0,0,0,35.3,26.7,5.1,1009.9,76.5,16,82.1,7,3
4/2/2020,17.1,6,12,17.1,3.2,11,-2.1,38.7,0,0,0,0,0,0,0,1,0,0,61,42.1,320,1011.6,21.5,16,183.8,15.9,9
4/3/2020,19.3,8.8,13.6,19.3,5.7,13,-1,36.9,0,0,0,0,0,0,0,1,0,0,64.2,42.6,331.7,1010,38.3,16,195.9,16.8,9
4/4/2020,14.9,9.9,12.4,14.9,7.7,12.3,5.4,62.7,0,0,0,0,0,0,0,1,0,0,35.3,22.6,10.7,1015.9,91.3,16,58.3,5.2,3
4/5/2020,20,8,13.8,20,6.2,13.3,8.2,71.4,0,0,0,0,0,0,0,1,0,0,23.4,17.4,178.8,1017.9,61.3,15.9,116.5,9.9,5
4/6/2020,21.6,12.8,16.6,21.6,12.8,16.6,5.2,52.4,0,0,0,0,0,0,0,1,0,0,30.2,19.7,334.2,1017,46.4,16,182.5,15.7,9
4/7/2020,21.9,11.8,15.7,21.9,11.8,15.7,11,74.6,8.92,100,8.33,1,0,0,0,0,0,0,32.4,17.6,171.2,1012.3,63.9,15.4,83.2,7,4
4/8/2020,25.6,13.3,18.9,25.6,13.3,18.9,12,67.8,1.025,100,20.83,1,0,0,0,0,0,0,47.4,29.1,293.7,1002.7,50,15.8,155.8,13.4,8
4/9/2020,22.2,9.9,15.2,22.2,6,15.1,7,61.5,3.481,100,4.17,1,0,0,0,0,0,0,75.3,49.2,304,997.5,43.4,15.9,164.3,14.3,8
4/10/2020,11.5,6.1,8.5,11.5,1,5.4,-6,35.5,0,0,0,0,0,0,0,1,0,0,69.7,45.2,293.1,1005.7,42.4,16,114.1,9.9,6
4/11/2020,17.1,3.4,10.5,17.1,1.1,9.8,-2.4,42.4,0,0,0,0,0,0,0,1,0,0,44.6,28.8,275.1,1016,35.9,16,180.5,15.7,9
4/12/2020,22.1,7.6,14.4,22.1,6.2,14.2,7.2,63.3,0.464,100,8.33,1,0,0,0,0,0,0,42.5,29.3,172.7,1018,72.7,15.9,80.3,6.9,7
4/13/2020,26.1,15,19.4,26.1,15,19.4,13.7,73.5,63.792,100,66.67,1,0,0,0,0,0,0,56.8,39.3,218.3,1005.5,62.9,13.1,100.9,8.6,9
4/14/2020,14.9,6.1,11.3,14.9,1.3,10,-0.1,46.6,0.61,100,8.33,1,0,0,0,0,0,0,50.9,33.4,333,1018.5,72.6,15.5,108.7,9.3,5
4/15/2020,11.7,3.7,7.6,11.7,0.5,5.7,-1.3,58.3,6.646,100,33.33,1,0,0,0,0,0,0,38.9,24.9,309.3,1017.7,51.1,15.6,166.5,14.5,7
4/16/2020,12.1,5.6,8.5,12.1,1.6,6.5,-4.2,42.1,0,0,0,0,0,0,0,1,0,0,46.9,32.8,303.4,1021.6,30.2,16,177.8,15.2,8
4/17/2020,14.3,3.4,9.6,14.3,1.4,9.4,0.4,53.6,0,0,0,0,0,0,0,1,0,0,44.6,25.1,155.8,1022.3,63.4,16,85,7.3,5
4/18/2020,12.7,7.9,10.2,12.7,6.4,9.5,3.2,64.3,1.612,100,25,1,0,0,0,0,0,0,60.7,44,324.7,1011.1,56.7,15.7,118.8,10.4,6
4/19/2020,18.8,3.4,11.6,18.8,1.7,10.9,2.2,55,0,0,0,0,0,0,0,1,0,0,38.9,28.6,203.6,1013,43.9,16,113.1,9.9,7
4/20/2020,17.7,11.4,13.6,17.7,11.4,13.6,6.4,62.9,0,0,0,0,0,0,0,1,0,0,28.4,21.4,26.1,1004.4,69.5,16,90.8,7.9,4
4/21/2020,19.9,8.8,13.2,19.9,4.9,12.6,4.2,60,0.515,100,4.17,1,0,0,0,0,0,0,69.1,41.7,258.7,1003.7,47.7,16,66.6,5.9,3
4/22/2020,16.1,3.4,10.2,16.1,1.6,9,-6.4,32.5,0,0,0,0,0,0,0,1,0,0,51.5,30.6,303.6,1015.2,23.5,16,173.5,14.9,9
4/23/2020,15,9.6,12.2,15,8.6,12.1,5.5,66,17.95,100,37.5,1,0,0,0,0,0,0,41.4,17.2,68.7,1015.1,73.2,12.8,47.8,4.2,2
4/24/2020,14.9,11.1,12.8,14.9,11.1,12.8,10.7,87.5,16.3,100,41.67,1,0,0,0,0,0,0,47.5,20.8,21,1006.3,95.6,13.7,38.7,3.2,2
4/25/2020,17.8,8.5,13,17.8,8.5,13,9,78.1,1.278,100,12.5,1,0,0,0,0,0,0,31.3,21.7,117.4,1016,78.2,15.2,89.5,7.9,4
4/26/2020,13.8,9.9,11.7,13.8,7.5,11.3,10.4,91.6,6.266,100,45.83,1,0,0,0,0,0,0,27.7,21,41.2,1009.2,95.8,13.3,27.8,2.4,1
4/27/2020,14.8,7.1,10.7,14.8,3.6,9.4,4.7,68.9,2.341,100,25,1,0,0,0,0,0,0,50.9,32.1,335.4,1015.3,69.2,15,88.7,7.5,3
4/28/2020,13.4,6.9,10.6,13.4,6.4,10.3,5.8,72.8,0.61,100,16.67,1,0,0,0,0,0,0,24.1,18,169.7,1021.6,78.2,16,50.2,4.5,2
4/29/2020,23.4,8.6,16.3,23.4,7.2,16.1,10.7,70.9,0,0,0,0,0,0,0,1,0,0,44.6,30,119.4,1016.5,55,15.9,108.7,9.2,4
4/30/2020,19.9,14.2,17,19.9,14.2,17,14,83.6,27.923,100,54.17,1,0,0,0,0,0,0,55.6,36.4,157.8,1008.3,71.7,12.3,18.5,1.7,1
5/1/2020,18.8,11.6,14.9,18.8,11.6,14.9,8.9,69.6,2.607,100,29.17,1,0,0,0,0,0,0,38.9,25.7,321.2,1008.5,66.7,16,111.8,9.5,6
5/2/2020,22.1,11.1,16.3,22.1,11.1,16.3,6.4,54,0,0,0,0,0,0,0,1,0,0,39.6,26.1,246.4,1017.3,30.2,15.9,161.8,14,9
5/3/2020,24.9,15.6,18.6,24.9,15.6,18.6,13.4,72.5,10.234,100,16.67,1,0,0,0,0,0,0,46.8,21.4,193.9,1010.2,71.7,15.2,67.2,5.7,4
5/4/2020,23.8,14.3,19.2,23.8,14.3,19.2,7.8,53.8,15.555,100,12.5,1,0,0,0,0,0,0,68.8,44.9,317,1009.1,50.3,15.2,152.5,13.3,8
5/5/2020,14.3,9.3,12.3,14.3,8,12.1,3.3,55.6,4.488,100,16.67,1,0,0,0,0,0,0,28.4,24,350.2,1014.5,81,15.2,57,5,2
5/6/2020,13.8,8.8,11.2,13.8,5.4,10.5,7.8,80.9,1.657,100,33.33,1,0,0,0,0,0,0,42.7,27,325.8,1009.1,79.1,13.4,46.5,4,2
5/7/2020,19.9,7,13.3,19.9,4.8,12.4,1.2,50.5,0.46,100,16.67,1,0,0,0,0,0,0,53.6,24.7,310.3,1012.1,33.9,15.9,139.2,12,8
5/8/2020,19.9,6.7,14,19.9,1.6,13.5,4.9,56.5,3.255,100,20.83,1,0,0,0,0,0,0,69.5,40,248.7,1008.3,62.9,15.9,44.4,3.9,2
5/9/2020,10.6,2.8,6.8,10.6,-1.7,3.6,-5.7,41.9,0,0,0,0,0,0,0,1,0,0,64.3,40.8,306.3,1017.5,40.5,16,105.1,9.2,5
5/10/2020,18.3,3.1,11.1,18.3,0.1,10.2,-1.2,44.9,0,0,0,0,0,0,0,1,0,0,39.9,30.4,201.2,1021,22.4,16,132.7,11.6,8
5/11/2020,16.6,9.3,12.6,16.6,6.6,12.4,2.8,53.2,0.479,100,8.33,1,0,0,0,0,0,0,56.5,38.9,289.1,1014.8,73.9,16,88.1,7.7,4
5/12/2020,17.1,6.5,11.8,17.1,3.8,10.8,-1.2,42.6,0,0,0,0,0,0,0,1,0,0,46,26.4,295.5,1021.2,62.9,16,110,9.4,5
5/13/2020,21.1,7.2,14.4,21.1,5.9,14.2,1.8,45.9,0,0,0,0,0,0,0,1,0,0,35.6,16.7,213.3,1025.5,28.4,16,120.3,10.6,8
5/14/2020,21.2,10.8,16.1,21.2,10.8,16.1,10.1,68.4,0.552,100,8.33,1,0,0,0,0,0,0,31.7,19.7,184.7,1023.4,62,15.9,77.7,6.8,4
5/15/2020,29.3,16.7,22.8,29,16.7,22.8,15.2,65.6,0.036,100,4.17,1,0,0,0,0,0,0,47.4,32.4,189.5,1015.9,53,16,118.6,10.3,8
5/16/2020,28.2,18.8,23.3,27.5,18.8,23.3,13.8,56.8,0,0,0,0,0,0,0,1,0,0,32,20.3,55.3,1017.1,55.3,16,96.6,8.2,7
5/17/2020,19.9,15.9,18,19.9,15.9,18,12.9,72.6,0,0,0,0,0,0,0,1,0,0,37.1,19.7,84.6,1021.4,71.1,16,38.4,3.3,1
5/18/2020,19.9,13.8,16.6,19.9,13.8,16.6,12.4,77.4,0,0,0,0,0,0,0,1,0,0,41.4,27.8,55.8,1017.3,96.6,14.5,34.4,2.8,1
5/19/2020,20.5,13.7,16.6,20.5,13.7,16.6,5.1,48.4,0,0,0,0,0,0,0,1,0,0,61,40.4,74.7,1020.7,62.5,16,94.1,8,6
5/20/2020,17.7,11.6,14,17.7,11.6,14,5.2,56,0,0,0,0,0,0,0,1,0,0,47.3,33.9,69.9,1026.5,83.1,16,80.6,7.1,3
5/21/2020,21.7,10.5,15.9,21.7,10.5,15.9,10.6,71.5,0,0,0,0,0,0,0,1,0,0,39.2,26.1,73.3,1026.1,86.3,16,74.1,6.2,3
5/22/2020,24.9,15.6,19.5,24.9,15.6,19.5,17.1,86.3,13.88,100,45.83,1,0,0,0,0,0,0,28.4,19.5,45.4,1018.2,83.6,13,34.8,2.8,2
5/23/2020,28.2,17.7,22.8,28.5,17.7,22.8,16.9,72.3,7.761,100,20.83,1,0,0,0,0,0,0,33.3,22.9,327.4,1015.8,61.5,15.6,97,8.4,6
5/24/2020,21.9,15.6,18,21.9,15.6,18,14.9,82.3,0,0,0,0,0,0,0,1,0,0,32.8,20.9,72,1021.8,94.2,15.8,39.8,3.5,2
5/25/2020,25.4,16.6,19.7,25.4,16.6,19.7,14.7,73.6,0,0,0,0,0,0,0,1,0,0,19.1,14,102.6,1022.4,67.8,16,71.7,6,2
5/26/2020,26,16.3,21.2,26,16.3,21.2,16.8,77,0,0,0,0,0,0,0,1,0,0,25.9,16.1,147.9,1022.2,53.8,15.8,98.5,8.3,6
5/27/2020,26.6,18.5,22.2,26.6,18.5,22.2,18.2,79.2,0,0,0,0,0,0,0,1,0,0,29.2,17.5,148.5,1021.9,67.3,15.8,63.1,5.5,2
5/28/2020,26.1,22.1,23.8,26.1,22.1,23.8,21.8,88.6,2.032,100,37.5,1,0,0,0,0,0,0,44.3,25.5,162.5,1018.1,84.4,14.8,41.6,3.5,2
5/29/2020,29.9,23.3,26,32.9,23.3,27,22.1,80.1,0,0,0,0,0,0,0,1,0,0,44.6,30.3,191.3,1015.2,75.5,15.2,76,6.5,3
5/30/2020,28.3,20.5,24.3,27.4,20.5,24.1,13.8,55.7,0.278,100,4.17,1,0,0,0,0,0,0,50,32.7,315.5,1014.2,49.2,16,98,8.6,9
5/31/2020,23.7,15.9,20.4,23.7,15.9,20.4,6,39.5,0,0,0,0,0,0,0,1,0,0,41.6,28.5,337.9,1019.5,36.8,16,97.8,8.3,7
6/1/2020,23.8,13,18.5,23.8,13,18.5,4.3,40.2,0,0,0,0,0,0,0,1,0,0,31.7,21.1,315.2,1024.1,36,16,101.6,8.8,8
6/2/2020,24.9,14.1,19.3,24.9,14.1,19.3,10.7,58.2,0,0,0,0,0,0,0,1,0,0,31.3,21.8,193.4,1017.4,69.2,16,62.9,5.3,3
6/3/2020,33.3,19.9,26.6,34.2,19.9,27,17.6,59.9,0,0,0,0,0,0,0,1,0,0,42.5,28.5,216.2,1007.7,64.1,16,84.6,7.2,4
6/4/2020,32.8,22.9,27.6,35,22.9,28.3,19,61.4,10.208,100,12.5,1,0,0,0,0,0,0,79.6,20.2,175.5,1010.8,51.2,15.7,80.6,6.9,6
6/5/2020,30.6,21.5,24.8,33.7,21.5,25.6,21.1,81.5,36.408,100,33.33,1,0,0,0,0,0,0,35.3,24.1,179.6,1012.4,64.4,15.4,63.8,5.4,3
6/6/2020,32.7,22.1,27.1,34.8,22.1,27.9,19.6,67.3,0.022,100,4.17,1,0,0,0,0,0,0,43.9,25.6,301.9,1010.5,57.7,16,89.8,7.6,5
6/7/2020,27.1,19.8,24.3,26.9,19.8,24.2,12,47,0.022,100,4.17,1,0,0,0,0,0,0,32.8,23.2,338.1,1013.9,40.5,16,97.2,8.4,6
6/8/2020,27.8,17.5,22.9,27.3,17.5,22.8,11.5,50.4,0,0,0,0,0,0,0,1,0,0,22.7,19.4,28.5,1017.1,24,16,98.1,8.5,7
6/9/2020,31.2,18.9,25.4,35.4,18.9,27,18.8,67.3,0,0,0,0,0,0,0,1,0,0,27.7,22.8,176.6,1014.9,55.5,16,87.4,7.6,6
6/10/2020,31.6,24.2,27.8,37.7,24.2,30.5,23,75.4,0,0,0,0,0,0,0,1,0,0,48.6,35.9,184.1,1013.3,70.8,16,76.1,6.6,4
6/11/2020,29.9,23.7,26.4,30.9,23.7,26.7,20.9,73.6,9.136,100,33.33,1,0,0,0,0,0,0,45.8,26.9,211.4,1016,79.4,15,62.2,5.5,4
6/12/2020,30.6,20.6,26.2,29.5,20.6,25.8,12.8,44.8,0,0,0,0,0,0,0,1,0,0,31.7,19.8,326.2,1020,40.5,16,92.5,8,7
6/13/2020,26.1,18.1,22.6,26.1,18.1,22.6,10.1,45.5,0,0,0,0,0,0,0,1,0,0,29.9,22.7,13.5,1021.9,34.3,16,88.8,7.8,7
6/14/2020,25.5,17,21.1,25.5,17,21.1,9.9,49.2,0,0,0,0,0,0,0,1,0,0,31.7,23,64.8,1025.9,56.8,16,85,7.1,7
6/15/2020,24.9,16.9,21,24.9,16.9,21,11.5,55.7,0,0,0,0,0,0,0,1,0,0,38.9,24.8,67,1027.4,67.2,16,91,7.8,6
6/16/2020,25.4,18.2,21.1,25.4,18.2,21.1,11.5,55.2,0,0,0,0,0,0,0,1,0,0,43.2,28.1,54.9,1026.2,67.3,16,75,6.5,3
6/17/2020,22,18.2,20,22,18.2,20,16.6,81.1,20.202,100,37.5,1,0,0,0,0,0,0,50.4,27.6,45.5,1021.5,88.6,14,29.9,2.4,1
6/18/2020,27.1,19.9,23.1,27.9,19.9,23.1,18.7,78.1,0.407,100,16.67,1,0,0,0,0,0,0,33.1,19.7,107.1,1019,80.1,14.9,51.8,4.4,3
6/19/2020,27.8,20.3,23.8,29.2,20.3,24,19.3,76.9,0.278,100,8.33,1,0,0,0,0,0,0,36.4,20.2,187.5,1018.9,62.4,16,52.8,4.6,3
6/20/2020,26,20.4,22.5,26,20.4,22.5,19.8,84.9,14.357,100,25,1,0,0,0,0,0,0,24.8,15.4,113.3,1017.4,52.6,15.3,40.5,3.4,1
6/21/2020,29.2,21.4,24.6,30.4,21.4,25.2,20.3,78.2,0,0,0,0,0,0,0,1,0,0,22.7,19.6,111.6,1015.8,56.6,15.2,66.8,5.6,4
6/22/2020,31.6,21.4,25.5,35.4,21.4,26.6,20.9,76.9,0.265,100,16.67,1,0,0,0,0,0,0,49.9,24.4,180,1014.2,46.6,16,68.9,5.8,5
6/23/2020,31,21.4,26.1,35.2,21.4,27.7,21.3,76.2,0,0,0,0,0,0,0,1,0,0,36.7,23.6,183.2,1008.4,56.4,15.9,67,5.7,3
6/24/2020,29.9,23.8,26.5,29.6,23.8,26.4,16.1,54.7,0,0,0,0,0,0,0,1,0,0,35.4,23.9,277.1,1009.3,55.5,16,85.7,7.2,6
6/25/2020,29.3,21.8,25.2,29.4,21.8,25.4,17.1,61.7,0,0,0,0,0,0,0,1,0,0,26.3,16.1,165,1014.6,57.7,16,59.6,5.2,3
6/26/2020,31.6,19.2,26,31.2,19.2,25.8,15.5,55.8,0,0,0,0,0,0,0,1,0,0,32.8,29.6,260.8,1016.1,43.3,16,75.7,6.4,6
6/27/2020,33.2,23.6,27.5,34.8,23.6,28.3,19.7,64.3,0.534,100,8.33,1,0,0,0,0,0,0,51.5,24.9,217.3,1011,62.3,15.8,62.4,5.5,4
6/28/2020,32.1,24.2,28,34,24.2,29.1,20.2,63.7,0,0,0,0,0,0,0,1,0,0,36.7,19.7,285.6,1008.4,56.1,16,73.1,6.3,5
6/29/2020,33.1,24.3,28.7,33.2,24.3,28.9,17.9,54.3,0,0,0,0,0,0,0,1,0,0,35.3,27.1,335.6,1010.7,50.3,16,83.2,7.1,5
6/30/2020,32.7,22.6,27.9,32.3,22.6,28,17,53.7,0,0,0,0,0,0,0,1,0,0,29.2,20.4,352.2,1012,53.4,16,76.8,6.5,5
7/1/2020,30,22.6,25.9,31.6,22.6,26.5,20,70.6,3.133,100,16.67,1,0,0,0,0,0,0,26.3,19.5,77.3,1011.5,54,16,71.2,6,4
7/2/2020,33.3,22,27.8,33.7,22,28.1,18,57.9,0,0,0,0,0,0,0,1,0,0,31.7,19.7,346.9,1012,36.9,16,73.4,6.2,4
7/3/2020,35.5,24.1,30.3,37,24.1,31,18,49.2,0,0,0,0,0,0,0,1,0,0,29.5,20.2,321.4,1011.7,20.4,16,84,7.1,6
7/4/2020,33.6,25.3,29.2,35.6,25.3,30.7,20,58.3,0.537,100,4.17,1,0,0,0,0,0,0,30.2,17.7,44.9,1012.7,40.9,15.7,73,6.2,4
7/5/2020,33.6,24.2,28.4,38.7,24.2,30.7,22.4,71.3,0,0,0,0,0,0,0,1,0,0,31.7,24.7,186.9,1014.8,44.3,13.5,69.8,6.1,4
7/6/2020,34.8,23.7,28,40.5,23.7,29.9,22.6,73.8,11.12,100,20.83,1,0,0,0,0,0,0,84.6,53.6,149.9,1016.1,48.9,15.8,70.4,6,5
7/7/2020,31.9,21.6,26,36.6,21.6,27.8,21.9,79,57.705,100,20.83,1,0,0,0,0,0,0,51.8,35.3,132.2,1017.3,64.5,15,64.8,5.6,3
7/8/2020,32.7,24.1,28.2,35.5,24.1,29.5,21.6,69.9,0,0,0,0,0,0,0,1,0,0,27.7,19.4,163,1015.2,31.1,15.9,81.3,7.2,5
7/9/2020,31.6,24,27.9,34.9,24,29.6,22,71.8,0,0,0,0,0,0,0,1,0,0,32,17.5,89.7,1014.2,47.4,15.9,72,6,4
7/10/2020,32,24.8,27.9,35.6,24.8,29.7,22.2,72.2,0,0,0,0,0,0,0,1,0,0,40.7,25.2,12.1,1010.3,53.5,16,69.8,5.9,4
7/11/2020,33.3,24.2,28.5,35.3,24.2,29.4,20,62.2,0,0,0,0,0,0,0,1,0,0,38.4,26.9,269.8,1006.8,56.7,15.9,59.4,5,4
7/12/2020,31.6,22.8,27.3,32.9,22.8,28,17.9,57.2,0.602,100,8.33,1,0,0,0,0,0,0,51.8,19.4,200.1,1008.4,43.9,16,58,4.8,4
7/13/2020,32.1,21.5,26.8,31.9,21.5,27,18.1,61.8,3.051,100,4.17,1,0,0,0,0,0,0,27,15.6,354.4,1010.6,53.6,16,70.7,6.1,5
7/14/2020,31.6,22.6,27.1,30.5,22.6,26.9,16.6,56.5,0.267,100,4.17,1,0,0,0,0,0,0,34.7,20.9,334.4,1015.6,38.5,15.9,81.3,6.9,6
7/15/2020,32.1,21.9,27.4,32.4,21.9,27.9,18.3,59.4,0,0,0,0,0,0,0,1,0,0,33.5,18,141.9,1020,34.6,16,74,6.3,4
7/16/2020,30.5,24.2,26.7,33.2,24.2,27.8,21.6,74.3,0,0,0,0,0,0,0,1,0,0,43.6,24.1,140.8,1022.6,66.6,16,68.9,5.6,4
7/17/2020,34.9,24.2,29,38.9,24.2,31.6,22.2,68.8,0,0,0,0,0,0,0,1,0,0,33.8,20.3,183,1019.4,58.4,16,79.7,6.9,5
