datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype_rain,preciptype_snow,preciptype_freezingrain,preciptype_ice,no_preciptype,snow_amount,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
8/1/2015,33.1,22.8,28.2,34,22.8,28.6,17.4,53.3,0,0,0,0,0,0,0,1,0,0,34.9,15.9,260.4,1011.7,48.5,16,265.1,22.9,8
8/2/2015,32,22.8,27.3,31.1,22.8,27.2,15.4,49.1,0,0,0,0,0,0,0,1,0,0,22,22.3,248.3,1013.6,61.2,16,259.1,22.4,8
8/3/2015,33.2,21.8,27.9,34.9,21.8,28.7,18.6,58.7,0,0,0,0,0,0,0,1,0,0,38.5,24.8,186,1011.1,45.8,16,277,24.1,9
8/4/2015,35.3,24.9,29.3,36.6,24.9,30.4,19,55.2,1.231,100,8.33,1,0,0,0,0,0,0,47.9,22.6,232.8,1012.3,65.7,14.7,254.7,21.9,9
8/5/2015,33.6,24,28.6,33,24,28.6,17.6,55.3,0,0,0,0,0,0,0,1,0,0,36.7,21.6,315.9,1014.1,59.6,16,273.5,23.7,9
8/6/2015,29,23.4,26.2,29.2,23.4,26.4,16.2,54.2,0.072,100,4.17,1,0,0,0,0,0,0,23,21.4,17.8,1014.2,88.6,15.9,182.5,15.8,7
8/7/2015,28,21.5,24.4,28.9,21.5,24.7,18.1,68.6,1.614,100,20.83,1,0,0,0,0,0,0,35.3,22.8,46.9,1011.7,97.5,15.8,143,12.3,6
8/8/2015,30.8,23,26.3,30.5,23,26.3,16.3,55.2,0.011,100,4.17,1,0,0,0,0,0,0,30.6,19.7,60.2,1014,82.2,16,210.2,18.3,8
8/9/2015,31,22.3,26.4,31.9,22.3,26.9,17.8,60,0,0,0,0,0,0,0,1,0,0,22,17.4,172.3,1015.7,83.5,16,207.8,18,7
8/10/2015,26.4,21.9,23.7,26.4,21.9,23.7,19.7,78.5,2.894,100,29.17,1,0,0,0,0,0,0,40.3,27.3,168.8,1015.6,99.2,15.9,135.8,11.7,4
8/11/2015,31.6,22.7,26.5,33.8,22.7,27.3,21,74.6,9.831,100,41.67,1,0,0,0,0,0,0,50,23.8,214.3,1009.7,87.3,15.3,192.4,16.6,7
8/12/2015,29.3,21.6,25.6,28.7,21.6,25.5,15.5,55.3,0,0,0,0,0,0,0,1,0,0,38.5,26.9,322.5,1013.3,45.1,16,273.6,23.7,9
8/13/2015,28.8,19.8,24.4,27.6,19.8,24.1,12.3,49.4,0,0,0,0,0,0,0,1,0,0,29.5,19.6,327.2,1018.3,55.7,16,273.8,23.7,9
8/14/2015,30.5,17.9,24.3,30.1,17.9,24.2,14.6,56.8,0,0,0,0,0,0,0,1,0,0,21.2,16.1,159.4,1021.5,23.8,16,306.3,26.4,9
8/15/2015,31.6,19.6,25.1,31.8,19.6,25.3,17,62.4,0,0,0,0,0,0,0,1,0,0,22.7,20,184.6,1020.7,42.8,16,289.1,24.9,9
8/16/2015,33.6,20.3,26.2,33.9,20.3,26.7,17.9,62.8,0,0,0,0,0,0,0,1,0,0,25.2,21.6,181.1,1020.6,33.3,15.9,283,24.6,9
8/17/2015,34.8,21.9,27.8,37.9,21.9,29.2,20.1,64.8,0,0,0,0,0,0,0,1,0,0,21.6,20.3,179.6,1018.9,25.6,16,260.7,22.4,8
8/18/2015,31.9,23,27,35.4,23,28.4,21.4,72.9,0,0,0,0,0,0,0,1,0,0,31.3,21.2,180.9,1016,85.3,15.8,208.3,17.9,8
8/19/2015,32.6,24.8,27.5,34.9,24.8,28.8,21.7,71.8,0,0,0,0,0,0,0,1,0,0,35.6,23.5,172.9,1015,84.9,16,213.1,18.3,8
8/20/2015,29.3,23.8,26.4,33.9,23.8,27.8,23.1,82.7,5.375,100,29.17,1,0,0,0,0,0,0,50,23.8,174.9,1013.5,94,15.9,157.1,13.6,6
8/21/2015,29.9,21.6,25.3,29,21.6,25.1,16,60.1,0,0,0,0,0,0,0,1,0,0,35.3,27.2,340.8,1017.3,66.8,16,272.2,23.4,9
8/22/2015,29.9,18,24,28.7,18,23.8,13.4,54.1,0,0,0,0,0,0,0,1,0,0,30.2,16.4,9.4,1019.3,34.1,16,299.4,25.7,9
8/23/2015,29.3,17.9,23.7,29.2,17.9,23.7,14.1,56.4,0.006,100,4.17,1,0,0,0,0,0,0,20.5,16.4,137.5,1016.1,50.9,16,265.9,22.9,8
8/24/2015,32.2,21.4,25.8,35.7,21.4,26.7,19.5,69.5,11.21,100,12.5,1,0,0,0,0,0,0,61,29.8,184.9,1011.8,68.6,15.4,244.1,21,8
8/25/2015,28.9,20.5,24.9,28.2,20.5,24.7,15.4,58.9,0.011,100,8.33,1,0,0,0,0,0,0,27.7,21.1,341.9,1012.7,48.3,15.9,228.6,19.7,9
8/26/2015,27,19.1,22.8,26.9,19.1,22.8,12.4,52.9,0,0,0,0,0,0,0,1,0,0,28.4,21.7,328.3,1016.6,59,16,185.8,16,8
8/27/2015,27.7,17,22.5,27.3,17,22.4,13.1,57.2,0,0,0,0,0,0,0,1,0,0,29.2,20.1,353.1,1019.5,46.1,16,185.8,16,8
8/28/2015,27.8,18.1,23.2,27.7,18.1,23.2,15,61.6,0,0,0,0,0,0,0,1,0,0,18,19.3,128.1,1021.8,45,16,183.8,16.2,7
8/29/2015,31.1,19,25.2,31.7,19,25.4,17,62.3,0,0,0,0,0,0,0,1,0,0,30.2,21.7,181.4,1021.6,76.9,16,219.7,18.9,8
8/30/2015,30,20.5,25,31.5,20.5,25.4,18.7,69.2,1.807,100,4.17,1,0,0,0,0,0,0,27.7,20.8,189.1,1019.4,85.2,16,210.3,18.1,7
8/31/2015,30.7,23.7,26.6,32.4,23.7,27.2,19.3,64.8,0,0,0,0,0,0,0,1,0,0,29.5,20,192,1018.3,81.4,16,200.9,17.5,7
9/1/2015,34.7,22,27.7,36.2,22,28.8,20.7,68.8,0,0,0,0,0,0,0,1,0,0,23.4,13,215.8,1017.4,51.2,16,234,20,8
9/2/2015,33.3,24,28.2,35.1,24,29,20.8,66.6,0.011,100,4.17,1,0,0,0,0,0,0,35.3,14.6,306.3,1015.9,80,15,202.7,17.5,7
9/3/2015,34.5,23.6,27.7,36.7,23.6,28.9,20.3,65.6,0.167,100,8.33,1,0,0,0,0,0,0,29.5,17.1,319.7,1012.5,36.3,15.9,243.5,21,8
9/4/2015,32.8,23.5,27.8,35.9,23.5,29.2,20.9,67,0,0,0,0,0,0,0,1,0,0,26.3,17.7,72.3,1015.8,64.8,15.2,221.5,19.1,8
9/5/2015,29.3,23.1,25.7,30.4,23.1,26,19.4,69.3,0,0,0,0,0,0,0,1,0,0,32.4,22.8,80.4,1022.3,78.2,16,207.9,17.9,8
9/6/2015,29.9,20.1,24.5,28.6,20.1,24.3,14.7,58.3,0,0,0,0,0,0,0,1,0,0,25.9,14,82.4,1022.4,58.7,16,250.7,21.6,8
9/7/2015,31.7,20.7,26.1,33.3,20.7,26.9,18.9,65.8,0,0,0,0,0,0,0,1,0,0,21.2,17.4,173.2,1019.6,34,16,246.3,21.3,8
9/8/2015,33.3,21.9,27.5,35.5,21.9,28.8,20.7,68.5,0.073,100,4.17,1,0,0,0,0,0,0,29.9,19.6,180.5,1016.9,24.5,16,246,21.3,8
9/9/2015,34.2,23.7,28.2,37.6,23.7,29.8,21.9,71.1,0,0,0,0,0,0,0,1,0,0,29.5,19.6,187.2,1012.8,60.1,16,186.8,16.2,7
9/10/2015,28.8,21.1,24.7,31.8,21.1,25.1,21,80.1,2.908,100,20.83,1,0,0,0,0,0,0,36.7,25,305.7,1008.7,92.3,15.7,60,5.4,3
9/11/2015,30.5,18.4,23.9,29.2,18.4,23.7,14.7,59.9,8.491,100,8.33,1,0,0,0,0,0,0,35.3,22.2,328.1,1009.5,44.1,15.9,229,19.9,8
9/12/2015,23.8,19.6,21.8,23.8,19.6,21.8,19.1,84.9,4.27,100,20.83,1,0,0,0,0,0,0,30.2,19.7,201.1,1006.9,70.2,15.7,87.2,7.3,3
9/13/2015,23.2,17,19.8,23.2,17,19.8,10.2,55.1,0.011,100,4.17,1,0,0,0,0,0,0,43,28.8,308,1010.2,66.2,15.6,205.8,17.8,8
9/14/2015,26,12.7,19.5,26,12.7,19.5,7.9,49.9,0,0,0,0,0,0,0,1,0,0,38.9,22.7,270.4,1020.8,7.1,16,260.7,22.6,8
9/15/2015,28.8,15.1,21.8,27.7,15.1,21.7,11.2,53.8,0,0,0,0,0,0,0,1,0,0,16.2,12.8,304.3,1027,39.5,16,255,22,8
9/16/2015,29.3,16.7,22.8,28.3,16.7,22.6,13.5,58.9,0,0,0,0,0,0,0,1,0,0,16.2,15.4,162.8,1026.4,58,16,252.4,21.8,8
9/17/2015,29.3,16.8,23.1,28.4,16.8,23,14.8,62.6,0,0,0,0,0,0,0,1,0,0,19.8,16.1,182.3,1021.4,24.3,15.9,249.7,21.6,8
9/18/2015,29.9,17.9,23.3,29.1,17.9,23.3,15.5,64.9,0,0,0,0,0,0,0,1,0,0,24.5,18.3,180.5,1016.8,17.1,15.9,247.8,21.5,8
9/19/2015,29.9,19.2,24,30,19.2,24.3,18.6,74.3,0,0,0,0,0,0,0,1,0,0,28.4,17.8,178.4,1013.7,53.7,14.7,236.7,20.3,8
9/20/2015,27,20.6,23,27,20.6,23,14.4,60.4,0,0,0,0,0,0,0,1,0,0,40.7,24.1,355.4,1015.3,78.1,16,208.2,17.9,8
9/21/2015,21,17.1,18.8,21,17.1,18.8,12.2,66.7,5.447,100,29.17,1,0,0,0,0,0,0,33.5,21.4,30.4,1020.5,95,15.2,93.3,8,4
9/22/2015,23.2,16.6,19.5,23.2,16.6,19.5,14.3,72.7,0.326,100,8.33,1,0,0,0,0,0,0,30.6,18.1,28.4,1023.1,94.3,16,105.8,9.4,4
9/23/2015,26.5,16,20.8,26.5,16,20.8,11.7,59.2,0,0,0,0,0,0,0,1,0,0,31.7,23.3,31.1,1023.5,56.9,15.9,234.4,20.1,8
9/24/2015,26.1,15.3,20.7,26.1,15.3,20.7,11.8,59.9,0,0,0,0,0,0,0,1,0,0,33.8,23.2,44.6,1024.5,83.4,15.8,223.2,19.4,8
9/25/2015,22.2,17.7,20,22.2,17.7,20,14.3,69.9,0,0,0,0,0,0,0,1,0,0,43.9,26.4,50.7,1025.2,94,16,95.4,8.3,4
9/26/2015,22.8,18.2,19.8,22.8,18.2,19.8,12.5,63.2,0.173,100,16.67,1,0,0,0,0,0,0,42.2,32.1,58.5,1027.3,93.8,15.9,136.1,11.6,6
9/27/2015,23.3,16.7,19.9,23.3,16.7,19.9,14.8,72.7,0.011,100,4.17,1,0,0,0,0,0,0,43.2,21.9,51.2,1026.9,90.8,16,125.7,10.8,6
9/28/2015,27.8,19.3,22.9,28.8,19.3,23.1,18.6,77.5,0.025,100,4.17,1,0,0,0,0,0,0,32,15.9,78.2,1021.6,93.7,15.6,128.1,11.1,5
9/29/2015,26.6,21.6,23.9,26.6,21.6,23.9,21.6,87.7,42.387,100,33.33,1,0,0,0,0,0,0,49,23.3,95.2,1014.3,93.6,13.7,81.3,7,4
9/30/2015,24.9,18.3,22.6,24.9,18.3,22.6,19.9,85.5,2.494,100,8.33,1,0,0,0,0,0,0,45.4,32.5,340.3,1008.6,99.3,15.2,85.1,7.5,4
10/1/2015,17.8,13.8,14.6,17.8,13.8,14.6,13.2,91.3,20.493,100,62.5,1,0,0,0,0,0,0,38.9,28,12.7,1016.7,100,9.5,22.5,1.9,1
10/2/2015,14.3,10,11.9,14.3,10,11.9,10.5,91.2,25.128,100,100,1,0,0,0,0,0,0,51.6,35.6,23.6,1018.8,99.9,11.2,13.8,1.3,0
10/3/2015,14.4,10,12.1,14.4,6.4,11.7,11.1,93.5,5.792,100,66.67,1,0,0,0,0,0,0,55.4,35.2,36.1,1019.8,100,9.2,34,2.9,2
10/4/2015,15,12.8,13.9,15,12.8,13.9,11.2,84.1,0.38,100,20.83,1,0,0,0,0,0,0,47.7,34.9,35.2,1022.2,100,14.8,57.7,4.9,3
10/5/2015,19.9,11.6,15,19.9,11.6,15,9.2,69.4,0,0,0,0,0,0,0,1,0,0,33.1,21.3,33.5,1020.9,62.1,16,188.2,16.1,7
10/6/2015,24.2,10.4,16.8,24.2,10.4,16.8,10.1,68.2,0,0,0,0,0,0,0,1,0,0,16.2,14.2,347.5,1017.8,37.6,16,203.2,17.4,7
10/7/2015,25.4,14.7,18.8,25.4,14.7,18.8,14,75.5,0,0,0,0,0,0,0,1,0,0,31.5,19.9,330.6,1017,64.4,15.8,136.7,11.7,6
10/8/2015,24.9,14.1,18.8,24.9,14.1,18.8,13.9,75.3,0,0,0,0,0,0,0,1,0,0,22.3,12.2,176.1,1019.4,47.5,14.5,175.1,15.1,7
10/9/2015,26.1,16.6,20.3,26.1,16.6,20.3,16.9,82,10.003,100,12.5,1,0,0,0,0,0,0,51.5,29.4,208.1,1014.4,78.1,15.2,132.9,11.6,5
10/10/2015,19.3,12.3,15.7,19.3,12.3,15.7,8,61.5,0.022,100,4.17,1,0,0,0,0,0,0,40.7,26.9,20.3,1019,63.4,15.8,199.5,17.4,7
10/11/2015,20.6,8.5,14.2,20.6,8.5,14.2,8.4,70.4,0,0,0,0,0,0,0,1,0,0,31.7,14.1,182.6,1015.8,22.3,15.6,201.6,17.4,7
10/12/2015,23.3,10.7,16.3,23.3,10.7,16.3,11.1,74,0,0,0,0,0,0,0,1,0,0,35.3,19.8,182.7,1010.4,11.5,16,195,16.9,7
10/13/2015,25,15.4,18.9,25,15.4,18.9,14.2,76.1,0.457,100,16.67,1,0,0,0,0,0,0,31.7,15.6,202.9,1002.8,61.7,15.9,119.4,10.3,6
10/14/2015,21.1,12.6,16.9,21.1,12.6,16.9,8.4,58.7,0.011,100,4.17,1,0,0,0,0,0,0,37.1,24.5,309.2,1010.3,62.1,16,104.3,9,5
10/15/2015,19.9,11.6,15.2,19.9,11.6,15.2,6.9,59.7,0,0,0,0,0,0,0,1,0,0,37.1,22.8,306.6,1017,39.5,16,177.8,15.4,7
10/16/2015,19.2,10.9,14.7,19.2,10.9,14.7,4.9,54.5,0,0,0,0,0,0,0,1,0,0,44.2,28.1,321.3,1017.7,36.5,16,190.1,16.4,7
10/17/2015,14.8,7.8,11,14.8,5,10.3,1,50.7,0.006,100,4.17,1,0,0,0,0,0,0,45.1,29.3,310,1022.4,45,16,149,12.8,6
10/18/2015,12,4.7,7.9,12,0.9,5.9,-2.3,49.3,0,0,0,0,0,0,0,1,0,0,46,28.7,315.5,1028,36.8,16,156.8,13.6,6
10/19/2015,12.9,2.6,7.8,12.9,0.2,6.8,0.2,60.6,0,0,0,0,0,0,0,1,0,0,22.7,17.4,210,1031.6,11.3,16,186.2,16,7
10/20/2015,19.4,6.6,12,19.4,4.1,11,5.2,65,0,0,0,0,0,0,0,1,0,0,24.8,18,193.8,1026.7,40,16,177.4,15.2,6
10/21/2015,22.9,8.8,14.6,22.9,7.7,14.5,8.6,70,0.143,100,4.17,1,0,0,0,0,0,0,27.7,12.1,191.3,1026.2,44.7,15.8,178.6,15.3,7
10/22/2015,24,10.3,16.3,24,10.3,16.3,10.5,70.6,0,0,0,0,0,0,0,1,0,0,22.3,13.8,191.2,1023.1,56,16,171.9,14.9,6
10/23/2015,21,12.3,16.9,21,12.3,16.9,8.1,59.1,0,0,0,0,0,0,0,1,0,0,31,21.6,8.7,1023.2,44.9,16,178.7,15.4,7
10/24/2015,16.1,8.2,12.4,16.1,6.6,12,7,70.2,0,0,0,0,0,0,0,1,0,0,32,17.2,124.1,1025.9,82.3,15.9,125.5,10.8,6
10/25/2015,21.1,13.6,15.8,21.1,13.6,15.8,10.5,72.4,0.922,100,16.67,1,0,0,0,0,0,0,41.4,27,282.1,1020.8,87.3,16,94.9,8.2,4
10/26/2015,15.6,8.9,11.8,15.6,6.2,11.3,2.9,56,0,0,0,0,0,0,0,1,0,0,46.4,21.3,20.6,1030,82.2,16,150.2,12.8,6
10/27/2015,14.9,6.4,11,14.9,5.5,10.7,7.1,77.2,0,0,0,0,0,0,0,1,0,0,29.5,21.4,52,1031,91.2,16,48,4.2,2
10/28/2015,21.1,12.8,17.9,21.1,12.8,17.9,16.4,90.7,9.457,100,66.67,1,0,0,0,0,0,0,50.4,31.3,131.1,1014.2,98.9,14.3,27.3,2.2,2
10/29/2015,21.8,14.6,18.6,21.8,14.6,18.6,12.3,69.9,8.228,100,8.33,1,0,0,0,0,0,0,48.1,23.4,249.7,1005.4,85.5,15.2,133.7,11.5,6
10/30/2015,15.5,9.2,12.2,15.5,7.2,11.9,2.9,53.5,0,0,0,0,0,0,0,1,0,0,40.7,31.8,323.6,1016.6,32.9,16,153.2,13.1,6
10/31/2015,15.6,5.9,10.9,15.6,4.5,10.3,4.5,65.8,0,0,0,0,0,0,0,1,0,0,29.5,15.6,192.2,1021.8,53.7,16,146.2,12.6,6
11/1/2015,17.7,11.7,14.5,17.7,11.7,14.5,11.4,82.1,7.347,100,16.67,1,0,0,0,0,0,0,39.8,21.4,191.3,1015.9,89.4,15.9,108.8,10,5
11/2/2015,18.7,10.8,14.7,18.7,10.8,14.7,11,80,0.755,100,4.17,1,0,0,0,0,0,0,18.4,7.5,21.6,1019.2,82.1,15.3,73.1,6.4,3
11/3/2015,22.2,8,14.1,22.2,7,14.1,8.6,73.5,0,0,0,0,0,0,0,1,0,0,13,7,138,1023.1,5,15.6,155.6,13.3,6
11/4/2015,23.8,8.6,15.8,23.8,8.6,15.7,9.1,68.8,0.656,100,8.33,1,0,0,0,0,0,0,19.4,10.8,188.2,1026.4,40.8,15.9,153.1,13.2,6
11/5/2015,21.3,14.3,16.9,21.3,14.3,16.9,15.8,93.7,3.84,100,25,1,0,0,0,0,0,0,25.2,12.5,167.1,1023.9,74.1,9.7,74.6,6.5,4
11/6/2015,26.6,16.1,21,26.6,16.1,21,17.3,81.1,0.022,100,4.17,1,0,0,0,0,0,0,46.1,30.1,201.6,1016.5,81.8,13,104.2,9,5
11/7/2015,21.1,13.2,16,21.1,13.2,16,11,73.3,2.885,100,29.17,1,0,0,0,0,0,0,37.1,18.6,316.8,1018.9,92.6,15.8,27.7,2.4,1
11/8/2015,14.3,6.8,10.9,14.3,5.1,10.2,0.4,49.6,0,0,0,0,0,0,0,1,0,0,33.5,20.2,336.9,1029.3,46.1,15.9,146.4,12.7,6
11/9/2015,11.7,5,8.8,11.7,3.2,8.2,4.6,75.4,9.056,100,20.83,1,0,0,0,0,0,0,25.6,21,29.8,1029.1,83.7,15.2,80.5,6.9,4
11/10/2015,16.1,10.7,13.5,16.1,10.7,13.5,12.4,93.1,10.421,100,58.33,1,0,0,0,0,0,0,45.9,28.5,351.2,1014.4,97.4,9.4,19,1.6,1
11/11/2015,17.2,10.9,13.7,17.2,10.9,13.7,7.3,65.5,0,0,0,0,0,0,0,1,0,0,47.6,31,313.1,1014.1,67.8,16,117.5,10.1,5
11/12/2015,18.4,9.1,13.7,18.4,7.8,13.6,9,74.7,0.267,100,4.17,1,0,0,0,0,0,0,45,23.8,210,1008.4,66.5,15.9,69.5,6,4
11/13/2015,16.7,10.5,13.8,16.7,10.5,13.8,-2,35.9,0,0,0,0,0,0,0,1,0,0,62.2,35,282.9,1010.3,17.6,16,141,12.2,6
11/14/2015,12.2,5.2,9.5,12.2,4.3,8,-3.9,39.2,0,0,0,0,0,0,0,1,0,0,47.6,29.1,300.3,1022.8,39.8,16,134.2,11.9,5
11/15/2015,16.8,2.5,9.7,16.8,-0.2,9,-0.2,52.9,0,0,0,0,0,0,0,1,0,0,29.5,21.4,199.6,1027.8,33.6,16,136.8,11.8,5
11/16/2015,20.6,5.5,12.2,20.6,4.8,11.9,2.4,55,0,0,0,0,0,0,0,1,0,0,19.1,12.6,211.7,1025.8,19.6,16,136.2,11.8,5
11/17/2015,15.6,7.6,11.5,15.6,7.1,11.3,6.2,70.1,0,0,0,0,0,0,0,1,0,0,39.2,19.5,80.5,1029.7,85.9,16,103.8,9,5
11/18/2015,18.3,7.8,13.7,18.3,6,13.1,9.5,76.2,0,0,0,0,0,0,0,1,0,0,48.2,24,113.5,1027.6,88.1,16,45.3,3.6,4
11/19/2015,18.3,16.2,17.2,18.3,16.2,17.2,15.5,89.7,20.463,100,50,1,0,0,0,0,0,0,53.6,31,164.9,1017.5,96.6,10.8,13.1,1,1
11/20/2015,15.5,7.2,11.1,15.5,4.9,10.4,-3.1,39.2,0,0,0,0,0,0,0,1,0,0,43.8,33.1,338.2,1022.4,16.3,16,135.1,11.6,5
11/21/2015,12.8,3.5,8.1,12.8,1.7,7.4,0.4,59.4,0,0,0,0,0,0,0,1,0,0,28.8,17.6,96.7,1021.2,64,16,128.8,11.1,5
11/22/2015,8.8,3.3,7.4,8.1,-2.3,4,-1.9,53.8,0,0,0,0,0,0,0,1,0,0,52.9,34.2,327.7,1015.8,70.5,15.9,72.9,6.3,4
11/23/2015,5.6,-0.1,2.7,1.9,-5.7,-1.3,-7.9,46.1,0,0,0,0,0,0,0,1,0,0,41.9,25.7,314.9,1022.2,15.5,16,128.5,11.2,5
11/24/2015,12.7,0.9,6.4,12.7,-2.5,4.8,-2.8,53.3,0,0,0,0,0,0,0,1,0,0,33.5,21.2,254.1,1028.6,45.6,16,117,10.1,5
11/25/2015,13.9,2.6,7.7,13.9,0.5,6.5,1.2,65.4,0,0,0,0,0,0,0,1,0,0,24.8,12.9,102.4,1038.4,22.3,16,122.5,10.6,5
11/26/2015,16.8,4.8,9.8,16.8,3,9.5,5.4,75.3,0,0,0,0,0,0,0,1,0,0,21.2,10.3,98.3,1040.7,53.3,15.7,119.3,10.5,5
11/27/2015,18.1,5.4,11,18.1,5.4,10.9,7.6,80.8,0,0,0,0,0,0,0,1,0,0,27.4,17.9,186.2,1032,57.9,14.7,106.3,9.1,4
11/28/2015,17.5,9.3,13.2,17.5,8.4,13.1,10,81.3,0,0,0,0,0,0,0,1,0,0,22.3,10.8,191.3,1022.5,93.2,16,58,5,3
11/29/2015,14.9,7.8,9.7,14.9,5.1,8.2,7.9,88.8,4.459,100,50,1,0,0,0,0,0,0,24.5,23.3,33.3,1023.4,99.9,12.9,11.4,1,1
11/30/2015,7.1,3.8,5.6,5.4,0.3,2.3,2.3,80.4,4.948,100,62.5,1,0,0,0,0,0,0,29.5,21.4,27.4,1026.9,99.8,10.9,7.8,0.6,0
12/1/2015,8.8,6.7,8.2,8.3,4.8,7.1,7.4,95.1,21.641,100,75,1,0,0,0,0,0,0,23,14.1,234.4,1019.4,100,8.9,10.3,0.8,0
12/2/2015,14.9,8.8,11.7,14.9,7.9,11.7,10.9,94.8,5.402,100,50,1,0,0,0,0,0,0,37.4,21.9,272.6,1010.2,100,6.7,12.3,1,1
12/3/2015,12.1,5.4,8.2,12.1,1.2,5.3,-0.9,53,0.392,100,12.5,1,0,0,0,0,0,0,59,39.8,306.6,1019,42.8,16,117.1,10.2,5
12/4/2015,11.6,2.6,6.6,11.6,0.5,5.1,-0.6,61.6,0,0,0,0,0,0,0,1,0,0,25.6,16.8,268.9,1032.9,20.1,16,118.3,10.1,5
12/5/2015,11.7,1.9,6.2,11.7,-0.8,5.5,1,70.9,0,0,0,0,0,0,0,1,0,0,18,8.9,35.5,1038.7,2,15.9,117,10,5
12/6/2015,10.8,0.8,5.2,10.8,0.8,4.8,1.9,80.4,0,0,0,0,0,0,0,1,0,0,17.6,15.8,174.4,1032.4,51.9,12.6,110.9,9.5,5
12/7/2015,14.9,2.5,8.5,14.9,0.5,7.9,1,63,0,0,0,0,0,0,0,1,0,0,16.6,14,322.8,1022.1,67.8,15.3,111.2,9.6,5
12/8/2015,12.7,3.2,7.5,12.7,0.4,6.6,1.5,66.4,0,0,0,0,0,0,0,1,0,0,37.1,13.8,13.7,1020.5,42.4,16,112,9.7,5
12/9/2015,9.4,3.6,6.4,8.4,0.9,5,4.8,89.4,0.046,100,4.17,1,0,0,0,0,0,0,28.4,14.6,176,1018,81.9,9.9,49.1,4.3,2
12/10/2015,17.1,5.3,10.1,17.1,3.9,9.7,6,78,0.041,100,8.33,1,0,0,0,0,0,0,24.5,8.7,175,1015.1,54.3,12.9,106.2,9.2,5
12/11/2015,18.4,6.1,11.1,18.4,6,10.8,7.9,81.8,0,0,0,0,0,0,0,1,0,0,40.7,15.7,171.9,1014.5,63.1,15.3,94.6,8.3,4
12/12/2015,19.2,7.7,12.6,19.2,7.1,12.5,9.8,84.2,0.143,100,4.17,1,0,0,0,0,0,0,19.8,12.6,178.6,1020.4,71.9,13.9,89.7,7.8,4
12/13/2015,21.7,9.3,14,21.7,8.8,13.9,11.7,86.7,0,0,0,0,0,0,0,1,0,0,21.6,14,189.9,1020.5,80.1,13.2,82.6,7.2,3
12/14/2015,19.5,12.9,16.2,19.5,12.9,16.2,14.5,89.5,3.255,100,16.67,1,0,0,0,0,0,0,66.6,31.1,185.1,1008.6,91.6,15.2,56.6,4.9,3
12/15/2015,19.4,8.9,15,19.4,7,14.8,7,60.1,0.02,100,8.33,1,0,0,0,0,0,0,55.4,35.5,306.8,1006.7,46,16,104.6,9,5
12/16/2015,13.8,5.4,9.5,13.8,4.4,8.7,4.1,69.6,0,0,0,0,0,0,0,1,0,0,22.3,15.2,184.5,1018.4,48.1,16,104.9,9.1,4
12/17/2015,12.1,8,10.2,12.1,6.4,9.8,9.2,93.2,10.427,100,41.67,1,0,0,0,0,0,0,19.8,11.2,319.4,1011.2,94,11.3,8.3,0.7,0
12/18/2015,10.6,2.7,6.8,10.6,-2.6,3.5,-0.5,60.6,0,0,0,0,0,0,0,1,0,0,60,40.7,322.9,1011.4,80.3,15.8,65.3,5.8,4
12/19/2015,7.1,-1.2,2.9,4.5,-5.4,-0.7,-8.6,42.9,0,0,0,0,0,0,0,1,0,0,59.8,34.4,273.8,1024.3,18.2,16,92.7,8.1,4
12/20/2015,7.9,-0.2,3.8,5.7,-3.7,1.6,-6.4,48.2,0,0,0,0,0,0,0,1,0,0,22,14.2,221.2,1033.7,40.9,16,110,9.6,5
12/21/2015,14.3,3.6,9.4,14.3,0.4,7.8,2.8,64.2,0,0,0,0,0,0,0,1,0,0,40.7,28.3,195.8,1025,90.3,16,48.4,4,2
12/22/2015,16.1,11.2,13.2,16.1,11.2,13.2,11.3,88.6,3.706,100,20.83,1,0,0,0,0,0,0,41.8,19.4,192.3,1016.8,98.8,15.3,21.8,2,1
12/23/2015,18.8,13.4,15.9,18.8,13.4,15.9,15.4,96.9,39.152,100,50,1,0,0,0,0,0,0,41.4,16.8,163.8,1015.3,99.7,8.1,11.3,1,1
12/24/2015,21.6,16.9,18.9,21.6,16.9,18.9,17.4,91.2,4.803,100,20.83,1,0,0,0,0,0,0,63.7,31.4,196.8,1015.5,94.2,15.8,20.8,1.8,1
12/25/2015,20.7,15,17.8,20.7,15,17.8,17.4,97.6,7.357,100,33.33,1,0,0,0,0,0,0,55.4,16.4,182.2,1021,95.8,8.9,35.9,3.2,2
12/26/2015,15.6,11.1,13.3,15.6,11.1,13.3,11.3,88.2,0.322,100,16.67,1,0,0,0,0,0,0,33.5,29.8,56.2,1027.4,97.8,12.7,24.1,2,1
12/27/2015,20.7,10.6,15.5,20.7,10.6,15.5,13.7,89.8,0.54,100,4.17,1,0,0,0,0,0,0,47.5,30.9,206.5,1017.1,94.2,12.8,72.9,6.3,4
12/28/2015,15.6,5,7.8,15.6,1.6,4.9,2.9,71.5,1.373,100,16.67,1,0,0,0,0,0,0,50.7,33.5,39.8,1026.2,99,14.8,21.3,1.8,1
12/29/2015,11.7,6.7,9.2,11.7,3.7,7.8,7.9,91.6,16.429,100,37.5,1,0,0,0,0,0,0,59.8,19.3,356.7,1017.3,93.3,11.5,34.3,2.9,2
